youtube_id,top_rank,n_hits,title,duration,deviation,salami_coverage,decision,in_top_5,in_top_10,same_plus_5,same_less_5,overall_score,matching_length,onset_in_youtube,onset_in_salami,hashes,total_hashes
dqOo5gAAPWI,0,3,"Enrique de Melchor  ""Bulerias""",325,-19.001625,0,reject,True,True,False,False,7,,,,,
N0Kr6hQzUYA,3,3,FERNANDA  DE UTRERA-ENRIQUE DE MELCHOR-SOLEÁ,531,-225.001625,0,reject,True,True,False,False,2,,,,,
tr6DXasisYY,3,3,JOSÉ MENESE-ENRIQUE DE MELCHOR-TIENTOS-TANGOS-EL CALOR DE SU RECUERDO-4,518,-212.001625,0,reject,True,True,False,False,2,,,,,
mu2IMtFVags,12,1,Colombiana. Enrique y Estrella Morente,309,-3.001625,0,reject,False,False,True,False,2,,,,,
matT9hXufvk,6,3,JOSÉ MERCÉ-ENRIQUE DE MELCHOR-BULERIAS POR SOLEÁ-EL CALOR DE SU RECUERDO-10,438,-132.001625,0,reject,False,True,False,False,1,,,,,
5tlepIPyMRA,1,3,"El Lebrijano - La Fuente Fria - feat. Enrique de Melchor, Pedro Bacán",188,117.998375,0,,True,True,False,False,0,,,,,
IN2wrumHgcA,1,3,JUAN EL LEBRIJANO-ENRIQUE DE MELCHOR-TANGOS-ROMANCE-SOLEÁ-BULERÍAS,1267,-961.001625,0,,True,True,False,False,0,,,,,
wyLhMQappNQ,4,3,Viejos tiempos,296,9.998375,0,,True,True,False,False,0,,,,,
L1CuC6XgQMs,7,3,"La Fuente Fria (feat. Enrique de Melchor, Pedro Bacán)",188,117.998375,0,,False,True,False,False,0,,,,,
znWQ_ZAIgv4,7,3,Enrique de Melchor. Bulerías. 1995,299,6.998375,0,,False,True,False,False,0,,,,,
MUsdPb1Pk84,9,3,La Bejazz homenajea a Enrique de Melchor en su tercer disco,246,59.998375,0,,False,True,False,False,0,,,,,
RXRWkQalaZ4,9,3,Fosforito & Enrique de Melchor - Prisionero de tu amor (Peteneras),223,82.998375,0,,False,True,False,False,0,,,,,
pMiT57686z4,10,3,José Meneses y Enrique de Melchor - Tarantos - Azúcar y Agua de Lirio.,408,-102.001625,0,,False,False,False,False,0,,,,,
ouO7NOzXSnk,11,3,Iba mi mare a lavar,223,82.998375,0,,False,False,False,False,0,,,,,
BjvGuQvwsI0,14,3,Ignoran mis ojos tu presencia (Bulería) -  Enrique Morente y Enrique de Melchor,235,70.998375,0,,False,False,False,False,0,,,,,
KG4ke3nwXL4,13,2,Juanito Villar ''A mi no me engaña nadie'',301,4.998375,0,,False,False,False,True,0,,,,,
9IUWGj-DuOw,16,2,José Menese - Guajiras (Una familia honorable),424,-118.001625,0,,False,False,False,False,0,,,,,
sQ6UMss8g34,17,2,José Menese (cante) & Enrique de Melchor (toque) - Serranas,297,8.998375,0,,False,False,False,False,0,,,,,
CEUK9eteqzQ,18,2,"ANTONIO MAIRENA Bulerías al golpe ""Dichosa hora"".",334,-28.001625,0,,False,False,False,False,0,,,,,
Kqj8xDFgkOM,18,2,enrique melchor- BULERIAS.,316,-10.001625,0,,False,False,False,False,0,,,,,
ZqdcZa2zeLo,8,1,Bajo La Luna (Tangos),229,76.998375,0,,False,True,False,False,0,,,,,
LN30EosZ03Q,10,1,EL TOQUE MAESTRO DE MELCHOR,158,147.998375,0,,False,False,False,False,0,,,,,
FbHtudzdynY,14,1,Gitana como aquella (solea),387,-81.001625,0,,False,False,False,False,0,,,,,
OE_eq7pxKcs,15,1,Al Despuntar la Mañana (Bulerías),196,109.998375,0,,False,False,False,False,0,,,,,
COvOfdvQ6ME,15,1,"El Potro Color de Hierba (feat. Enrique de Melchor, Paco Cepero)",243,62.998375,0,,False,False,False,False,0,,,,,
FCdzYcrJoG0,17,1,"Curro Cueto y Melchor Chico, aclamados tras su concierto en el Rincón de Melchor",670,-364.001625,0,,False,False,False,False,0,,,,,
-Ac7Voot-aY,19,1,"Que Pena Que Pena (feat. Paco Cepero, Enrique de Melchor) (Tangos)",220,85.998375,0,,False,False,False,False,0,,,,,
