youtube_id,top_rank,n_hits,title,duration,deviation,salami_coverage,decision,in_top_5,in_top_10,same_plus_5,same_less_5,overall_score,matching_length,onset_in_youtube,onset_in_salami,hashes,total_hashes
6h2DqK1n3fM,0,3,Wohi Khuda Hai - Hamd - Nusrat Fateh Ali Khan - HD,388,1340.2612,0,reject,True,True,False,False,0,,,,,
hsOEJfy5jX0,0,2,YA HAYYO YA QAYYUM - Hamd in Raga Ahir Bhairav - Ustad Nusrat Fateh Ali Khan,1729,-0.7388,0,potential,True,True,True,False,0,380.0,761.6,0.4,5540.0,77878.0
by3zlP2gzo0,2,2,Nusrat Fateh Ali Khan Sab Vird Karo Allah Allah Live,332,1396.2612,0,,True,True,False,False,0,,,,,
FwsqYOBEkCY,5,2,Qawwali Hamd  Nusrat Fateh Ali Khan,892,836.2612,0,,False,True,False,False,0,,,,,
HbzbNDfIqXs,0,1,Nusrat Fateh Ali Khan (Hamd),341,1387.2612,0,,True,True,False,False,0,,,,,
WYYuuVai99w,0,1,Hamd : Ilahi Mai Hoon Buss Khatawar Tera By Hafiz Muhammad Ashfaq,510,1218.2612,0,,True,True,False,False,0,,,,,
ee4mqSpY2SA,0,1,Nusrat Fateh Ali Khan en concert à Paris,1722,6.2612,0,,True,True,False,False,0,,,,,
sCXUB1BysJ4,1,1,Traditional Hand Tattoo - Skin Art: EP5,273,1455.2612,0,,True,True,False,False,0,,,,,
gUAQ9g59hY8,1,1,Hand made - Hindi Zahra présente son premier album en concert à l'Olympia,119,1609.2612,0,,True,True,False,False,0,,,,,
sgh5I_njU5w,2,1,Urdu Hamd( Allah Hoo)Nusrat Fateh Ali Khan In Uk.By Visaal,1841,-112.7388,0,,True,True,False,False,0,,,,,
oJR1_rgVLDg,2,1,Urdu Hamd Tere Siwa Koi Nai Mere Ilahi,457,1271.2612,0,,True,True,False,False,0,,,,,
Uks8psEpmB4,2,1,"Rang, Rahat Fateh Ali Khan & Amjad Sabri, Season Finale, Coke Studio Season 9",718,1010.2612,0,,True,True,False,False,0,,,,,
hbVo2PcLm1o,2,1,Paris: un concert géant en hommage à Nelson Mandela,40,1688.2612,0,,True,True,False,False,0,,,,,
mIq6JjvVssQ,3,1,Ya Hayyo Ya Qayyum - Ustad Nusrat Fateh Ali Khan - OSA Official HD Video,1778,-49.7388,0,,True,True,False,False,0,,,,,
Jp4i91Ue2W4,3,1,ALLAHU ALLAHU (Traditional Nasheed),129,1599.2612,0,,True,True,False,False,0,,,,,
_bDRrhMWQHQ,3,1,ZEHAAL-E-MISKEEN MAKUN TAGHAFUL - Hazrat Amir Khusro - Ustad Nusrat Fateh Ali Khan,1236,492.2612,0,,True,True,False,False,0,,,,,
8i8VtWbLsjs,3,1,Concert Slam à l'Atlas a Paris,418,1310.2612,0,,True,True,False,False,0,,,,,
sQ_7pUx-Tds,3,1,Nothing Without You (Live),311,1417.2612,0,,True,True,False,False,0,,,,,
mXY5-TK2sJ0,4,1,Tum Ek Goorakh Dhanda Ho - Ustad Nusrat Fateh Ali Khan - OSA Official HD Video,903,825.2612,0,,True,True,False,False,0,,,,,
f2kesmAO8VU,4,1,The Art Of Making Noodles By Hand,730,998.2612,0,,True,True,False,False,0,,,,,
aCck2UenLeM,4,1,Nusrat Fateh Ali Khan - In Praise Of God  (By His Most Melodious Servant!),900,828.2612,0,,True,True,False,False,0,,,,,
jenWdylTtzs,4,1,The Beatles - I Want To Hold Your Hand - Performed Live On The Ed Sullivan Show 2/9/64,157,1571.2612,0,,True,True,False,False,0,,,,,
Nzor0YXHR40,4,1,Allah Ho Allah Ho - Subhan Ahmed Nizami Qawwal,1372,356.2612,0,,True,True,False,False,0,,,,,
aU_KfElZqN8,5,1,Ya Allah Ya Rehman Very Rare And Beautiful Hamd by Nusrat Fateh Ali Khan live show in1990,1245,483.2612,0,,False,True,False,False,0,,,,,
wiCp6mOm6z4,5,1,Ilahi apni rahmat sy Beautiful HAMD Hafiz Kashif Farooqi,497,1231.2612,0,,False,True,False,False,0,,,,,
xU0-RLXhEPg,5,1,Lucky dube live à Paris    The Hand That Giveth,303,1425.2612,0,,False,True,False,False,0,,,,,
Q6dNPi9W_0Q,5,1,Wohi Khuda ha || sheryvidz,216,1512.2612,0,,False,True,False,False,0,,,,,
kMpbqHM4sG0,6,1,La Ilaha IllAllah beautiful Hamd  ll Owais Raza Qadri l Full HD Mehfil-e-Naat,655,1073.2612,0,,False,True,False,False,0,,,,,
ZQMn5wIoAno,6,1,"Tu Kuja Man Kuja, Shiraz Uppal & Rafaqat Ali Khan, Season Finale, Coke Studio Season 9",531,1197.2612,0,,False,True,False,False,0,,,,,
-SrILjEVe1A,6,1,Aloe Blacc en concert à Paris,278,1450.2612,0,,False,True,False,False,0,,,,,
gnlBKwpI9is,7,1,ALLAH HOO ALLAH HOO,855,873.2612,0,,False,True,False,False,0,,,,,
62YHHdYGOXM,7,1,The Art of Making 9-Foot Noodles by Hand,175,1553.2612,0,,False,True,False,False,0,,,,,
AG3MnuilNfw,7,1,Traditional Sufi Qawwalis (I),473,1255.2612,0,,False,True,False,False,0,,,,,
yucehJ-tTCk,7,1,doyle en concert à Paris,24,1704.2612,0,,False,True,False,False,0,,,,,
Ql5OM15thO0,8,1,Too He Too Allah Hoo-Hamd- Rahat Fateh Ali Khan,416,1312.2612,0,,False,True,False,False,0,,,,,
Gf2xmZJOIT8,8,1,Shina Hamd || Allah Hu Allah Hu Vocal Shahab Ur Rehman 2018,234,1494.2612,0,,False,True,False,False,0,,,,,
UgMkguBaspY,8,1,Best Cover Wohi Khuda Hai - Hamd - Nusrat Fateh Ali Khan | Best Singer,217,1511.2612,0,,False,True,False,False,0,,,,,
KGLqa0qdoRg,8,1,9. U + Ur hand @ PARIS BERCY 09.03.09,124,1604.2612,0,,False,True,False,False,0,,,,,
cGf_j_vgXdw,9,1,Nusrat fateh ali khan - Kabhi Ay Haqeeqat e Muntazir -allama iqbal poetry,511,1217.2612,0,,False,True,False,False,0,,,,,
T3i8-ADtNWI,9,1,ilahi | very amazing hamd👌💕💕💕💕💕💕💕,433,1295.2612,0,,False,True,False,False,0,,,,,
Ciswl3eQdKc,9,1,Nami Danam Chi Manzil Bud Shab Jai Ki Man Budam,445,1283.2612,0,,False,True,False,False,0,,,,,
6nGWyMB_5ns,9,1,VLOG #17 $UICIDEBOY$ EN CONCERT À PARIS - Lutchi420,932,796.2612,0,,False,True,False,False,0,,,,,
hsX1e5Mw1mk,10,1,Wohi Khuda Hai - Hamd (NFAK),1728,0.2612,0,,False,False,False,True,0,,,,,
ps4eWVtjYOE,10,1,URDU HAMD(Ilahi Hamd Se Aajiz )QARI ZUBAID RASOOL.BY Visaal,313,1415.2612,0,,False,False,False,False,0,,,,,
33su-9hUTXI,10,1,"Nasrat Fateh Ali Khan: ""Sab Vird Karo Allah Allah.""",403,1325.2612,0,,False,False,False,False,0,,,,,
K2EBJ6nrdyw,10,1,"10/02/06 ""Untitled"" ( concert Simple Plan à Paris )",272,1456.2612,0,,False,False,False,False,0,,,,,
Rzm6LFH8l0A,11,1,URDU HAMD Meray Mustafa Ka Khuda Hai Tu NUSRAT FATEH ALI KHAN,401,1327.2612,0,,False,False,False,False,0,,,,,
wsHBniYwtIk,11,1,ILahi Hamd Say Aajiz Hay- Siddique Ismail,225,1503.2612,0,,False,False,False,False,0,,,,,
SGqg_ZzThDU,11,1,Black Coffee @ Salle Wagram for Cercle,4264,-2535.7388,0,,False,False,False,False,0,,,,,
y76G87yzQzc,12,1,Hamd by Masroor Fateh Ali Khan,271,1457.2612,0,,False,False,False,False,0,,,,,
rcd3gQz6UIU,12,1,Sami Yusuf - Hasbi Rabbi (Live),308,1420.2612,0,,False,False,False,False,0,,,,,
nHJOah8-6ts,12,1,WOHI KHUDA HAI,341,1387.2612,0,,False,False,False,False,0,,,,,
YkaPlkbSoNE,12,1,"Zaho : C'est chelou, en live - Concert à Paris : l'Ahlambra octobre 2008",240,1488.2612,0,,False,False,False,False,0,,,,,
JFPIM33QKU8,13,1,Nusrat Fateh Alii Hamd-Allah Hoo Allah Hoo-Hamd e Bari Tala-Beautiful Hamd-حمدِباری تعالٰی,484,1244.2612,0,,False,False,False,False,0,,,,,
nh0Ioj2FxWc,13,1,"Allahu Allahu, beautiful Hamd by  Idris Sir.",388,1340.2612,0,,False,False,False,False,0,,,,,
wGCE8FoSWc0,13,1,Dum Must Qalandar V12 by Ustad Nusrat Fateh Ali Khan.flv,414,1314.2612,0,,False,False,False,False,0,,,,,
x1f_CqS71ao,13,1,[HQ Sound] Alex's Hand à l'Alimentation Générale (Live 09-01-2015),828,900.2612,0,,False,False,False,False,0,,,,,
FaTu4F6yknE,14,1,URDU HAMD(Meray Mustafa Ka Khuda Hai Tu)NUSRAT FATEH ALI KHAN.BY Visaal,401,1327.2612,0,,False,False,False,False,0,,,,,
SdC0oV8bluk,14,1,Ilahi main Hoon Khatawar Tera--Hamd,578,1150.2612,0,,False,False,False,False,0,,,,,
R7GpOmlN6iI,14,1,World Music Portraits - Nusrat Fateh Ali Khan 2/6 - Music of Pakistan - Pakistanis Ruling the World,600,1128.2612,0,,False,False,False,False,0,,,,,
V4JV7seXVo8,14,1,"10/02/06 "" Date "" ( concert Simple Plan à Paris )",35,1693.2612,0,,False,False,False,False,0,,,,,
9DkD-8EIATc,15,1,URDU HAMD( Ya Allah Ya Rehman)NUSRAT FATEH ALI KHAN.BY Visaal,372,1356.2612,0,,False,False,False,False,0,,,,,
T07jIDyvTL0,15,1,Nader Khan - Allahu - Take My Hand - NasheedBox - islamic Nasheeds Naats,433,1295.2612,0,,False,False,False,False,0,,,,,
1ZZbU-p7PiA,15,1,Wohi Khuda Hai - Nusrat Fateh Ali Khan,341,1387.2612,0,,False,False,False,False,0,,,,,
MpiJIcSOdBA,15,1,Déjà le débrief : The Cure en concert à Paris,1824,-95.7388,0,,False,False,False,False,0,,,,,
cEYrQ3Aw0qk,16,1,Is Karam Ka Karoon Shukar Kaise Ada - Nusrat Fateh Ali Khan,1205,523.2612,0,,False,False,False,False,0,,,,,
7WR-a9VAUB8,16,1,Beautiful Hamd ll  Allah Hu Allah Hu Allah ll Owais Raza Qadri l Full HD Mehfil-e-Naat,1140,588.2612,0,,False,False,False,False,0,,,,,
hh7U3hMaQzA,16,1,HAMD KOI TU HA JO NIZAM E HASTEE  BY Naqqi Ali khaan Composed by  Nusrat  Fateh Ali Khan,339,1389.2612,0,,False,False,False,False,0,,,,,
Hr8Dl-uVxmM,16,1,Britney Spears à Paris Bercy Touch Of My Hand,92,1636.2612,0,,False,False,False,False,0,,,,,
RnLEgJGSjz0,17,1,Mein Khuda Ki Sana Gaunga Hamd Uski Kiye Jaunga By Nusrat Fateh Ali Khan  Rare Qawwali,798,930.2612,0,,False,False,False,False,0,,,,,
FTuFIno2JHA,17,1,Allahu Allahu beautiful hamd,301,1427.2612,0,,False,False,False,False,0,,,,,
k6I02LqmOz4,17,1,Qawwali  Manqabat   Nusrat Fateh Ali Khan,977,751.2612,0,,False,False,False,False,0,,,,,
w4IewNZkUWU,17,1,"10/02/06 ""Crazy"" ( Concert Simple Plan à Paris )",65,1663.2612,0,,False,False,False,False,0,,,,,
5cAET0ciSsQ,18,1,Tu Kuja Man Kuja By Nusrat Fateh Ali Khan - Original,943,785.2612,0,,False,False,False,False,0,,,,,
Spqgnr_Z768,18,1,Mola Mera Vee Ghar Howay - Hamd Zehra Ali - Qasida 2017,263,1465.2612,0,,False,False,False,False,0,,,,,
6sKhPTN6F1Y,18,1,Traditional Qawwali in Ragas Marwa & Bhatiyar,919,809.2612,0,,False,False,False,False,0,,,,,
KVtA2R7pdk0,18,1,"Lucky Dube - The Hand That Giveth, 1990",272,1456.2612,0,,False,False,False,False,0,,,,,
ozvSa-OgIao,19,1,Ya Hayyu Ya Qayyum _ nusrat fateh ali khan (part-1),783,945.2612,0,,False,False,False,False,0,,,,,
oALXH4eyI2c,19,1,Hamd : ILahi Mera Jeena Mera Marna Teri Khatir Ho By Zahid Mustafa,446,1282.2612,0,,False,False,False,False,0,,,,,
fI-7YnlNdR4,19,1,Is Shaan-E-Karam Ka Kya Kehna with Lyrics | Nusrat Fateh Ali Khan | Sufi Qawwali | Islamic Songs,401,1327.2612,0,,False,False,False,False,0,,,,,
ef1_S497IPE,19,1,Hugo Barriol - Always (Clip Officiel),212,1516.2612,0,,False,False,False,False,0,,,,,
