youtube_id,top_rank,n_hits,title,duration,deviation,salami_coverage,decision,in_top_5,in_top_10,same_plus_5,same_less_5,overall_score,matching_length,onset_in_youtube,onset_in_salami,hashes,total_hashes
UofYl3dataU,0,4,Carole King - So Far Away (Audio),237,-1.3733,0,match,True,True,True,False,9,232.4,1.0,0.3,2618.0,2809.0
umvblNSqt2s,2,3,So Far Away,236,-0.3733,0,,True,True,True,False,4,,,,,
ICrYO5K7Egs,8,2,Carole King - So Far Away  [HD],236,-0.3733,0,,False,True,True,False,3,,,,,
llbPW3cQWQY,6,1,Amy Winehouse - So Far Away,237,-1.3733,0,,False,True,True,False,3,,,,,
eBI669Ac3cg,1,3,Carole King So Far Away 1971,288,-52.3733,0,,True,True,False,False,2,,,,,
A7ry4cx6HfY,1,1,Avenged Sevenfold - So Far Away [Official Music Video],329,-93.3733,0,,True,True,False,False,2,,,,,
IHXK9glwFBg,3,1,Dire Straits - So Far Away,312,-76.3733,0,,True,True,False,False,2,,,,,
dw6YHdYk4WA,4,1,Avenged Sevenfold - So Far Away (Live At The GRAMMY Museum®),459,-223.3733,0,,True,True,False,False,2,,,,,
fNB8r6zttDw,12,1,Staind- So far away lyrics,239,-3.3733,0,,False,False,True,False,2,,,,,
8vBMg9hUS_w,14,1,CAROLE KING - SO FAR AWAY (Live),240,-4.3733,0,,False,False,True,False,2,,,,,
bhpV_mIw_kM,18,1,Carole King ~ So Far Away  (HQ),237,-1.3733,0,,False,False,True,False,2,,,,,
oYus5zxyIy4,5,3,"Boston Strong - Carole King - ""So Far Away"" with James Taylor - LIVE",296,-60.3733,0,,False,True,False,False,1,,,,,
2gDQtWKK8Bg,6,2,So far Away-Rod Stewart,258,-22.3733,0,,False,True,False,False,1,,,,,
U8LDe135K-A,5,1,"BTS Suga, Jin, & Jungkook - 'so far away (SUGA, 진, 정국 Ver.)' [Han|Rom|Eng lyrics]",325,-89.3733,0,,False,True,False,False,1,,,,,
iRgSb96T3-o,6,1,CAROLE KING --- So Far Away & It's Too Late (vinyl),489,-253.3733,0,,False,True,False,False,1,,,,,
A9DM_Hhgk04,7,1,carole king & james taylor- so far away (subtitulos en español),243,-7.3733,0,,False,True,False,False,1,,,,,
DKuySrTxIBs,7,1,Avenged Sevenfold -  So Far Away (Official Music Video),329,-93.3733,0,,False,True,False,False,1,,,,,
2bcm-0ynYsI,8,1,"Carole King & James Taylor ""Blossom/So Far Away"" Live-2007",486,-250.3733,0,,False,True,False,False,1,,,,,
Bt8K_rdeBrk,8,1,Carole King So Far Away,242,-6.3733,0,,False,True,False,False,1,,,,,
IdC_AxlLI8w,9,1,Carole King - So Far Away (Karaoke),241,-5.3733,0,,False,True,False,False,1,,,,,
