youtube_id,top_rank,n_hits,title,duration,deviation,salami_coverage,decision,in_top_5,in_top_10,same_plus_5,same_less_5,overall_score,matching_length,onset_in_youtube,onset_in_salami,hashes,total_hashes
OMnVKzksvVU,0,3,Jesse Cook That's right,230,-6.6791875,0,match,True,True,False,False,107,217.8,4.7,0.6,1178.0,2230.0
vTVs5kO9NBw,0,1,Ciara - That's Right ft. Lil Jon,276,-52.6791875,0,,True,True,False,False,7,,,,,
aFe4K6oxi1M,0,1,Labyrinthitis and Vertigo (BPPV): Hazel's story,237,-13.6791875,0,,True,True,False,False,7,,,,,
iP-UYhAk6tA,2,1,Vertigo Treatment with Simple Exercises (BPPV) - Ask Doctor Jo,228,-4.6791875,0,,True,True,True,False,4,,,,,
6wnZL_XnyP8,1,3,Vertigo,254,-30.6791875,0,,True,True,False,False,2,,,,,
I5CxrSmQ7IE,3,3,That's Right - Jesse Cook and Corey Heuvel,318,-94.6791875,0,,True,True,False,False,2,,,,,
1wFJMLiw9N4,4,3,That's Right!,237,-13.6791875,0,,True,True,False,False,2,,,,,
AwQYKAfmpnU,11,2,Jesse Cook - Come What May,224,-0.6791875,0,,False,False,True,False,2,,,,,
DFb9r0CJb5U,12,2,Jesse cook alone,226,-2.6791875,0,,False,False,True,False,2,,,,,
M30t2scYkyk,17,2,JESSE COOK   SURRENDER,227,-3.6791875,0,,False,False,True,False,2,,,,,
eJn7etmRKAQ,1,1,"Three 6 Mafia - That's Right (Video) ft. Akon, Jim Jones",229,-5.6791875,0,,True,True,False,False,2,,,,,
9Jy8pK7tTzg,2,1,Swingrowers - That's Right! (Official Music Video),245,-21.6791875,0,,True,True,False,False,2,,,,,
xHLh0tZJfR0,3,1,That's Right by DJ Taz,249,-25.6791875,0,,True,True,False,False,2,,,,,
H0-N1jZpFjc,3,1,"Jimmy Campbell - That's Right, That's Me (1970) Vertigo WAV vinyl",232,-8.6791875,0,,True,True,False,False,2,,,,,
gYxf3XrGE2s,4,1,Bas Ibellini - That's Right (Original Mix) (Tuskegee / TKG003),393,-169.6791875,0,,True,True,False,False,2,,,,,
K4S4CbuN6QA,4,1,Epley Maneuver: Performed on a Real Patient suffering from Vertigo,429,-205.6791875,0,,True,True,False,False,2,,,,,
oqRwK5IWEUs,8,3,Unchosen,234,-10.6791875,0,,False,True,False,False,1,,,,,
ANbmQFvgjLc,5,2,Jesse Cook That's Right! in Oshawa.MOV,496,-272.6791875,0,,False,True,False,False,1,,,,,
rlM5uRk8UP0,9,2,CLOSER TO MADNESS - JESSE COOK,431,-207.6791875,0,,False,True,False,False,1,,,,,
KnsnbIut5WI,5,1,That's Right (Main Version),256,-32.6791875,0,,False,True,False,False,1,,,,,
imrpcAaQE-M,5,1,BYZANTIUM UNDERGROUND - JESSE COOK,245,-21.6791875,0,,False,True,False,False,1,,,,,
IkdkdMsDUIc,6,1,Ciara - That's Right,256,-32.6791875,0,,False,True,False,False,1,,,,,
CPLOd6vqWKI,6,1,Epley Maneuver for Vertigo - Ask Doctor Jo,339,-115.6791875,0,,False,True,False,False,1,,,,,
WWuyIN1YJY4,7,1,Three 6 Mafia - That's Right (Feat. Akon),245,-21.6791875,0,,False,True,False,False,1,,,,,
UL8YSLhqa5U,7,1,What Is Vertigo & Why Do We Get It?,270,-46.6791875,0,,False,True,False,False,1,,,,,
8vhsGOZMQ2c,7,1,RED - JESSE COOK,283,-59.6791875,0,,False,True,False,False,1,,,,,
W3amicr8xQs,1,3,That's Right!,223,0.3208125,0,,True,True,False,True,0,,,,,
gCwpUf5n2do,2,2,Jesse Cook - That's Right - Live at the State Theatre,608,-384.6791875,0,,True,True,False,False,0,,,,,
qErpBZ-KilE,4,2,Jesse Cook - That's right,216,7.3208125,0,,True,True,False,False,0,,,,,
JvA9XuxLJBQ,6,2,Jesse Cook - Olodum,217,6.3208125,0,,False,True,False,False,0,,,,,
mXo4zjlxOMw,8,2,Jesse Cook - Cascada,188,35.3208125,0,,False,True,False,False,0,,,,,
G424W_l8Pgc,10,2,BAGHDAD - JESSE COOK,265,-41.6791875,0,,False,False,False,False,0,,,,,
4GpH5Etk8gc,13,2,Gravity,240,-16.6791875,0,,False,False,False,False,0,,,,,
Siuzn12yLPI,15,2,Jesse Cook - Nomad,333,-109.6791875,0,,False,False,False,False,0,,,,,
PzxPXaNSlDg,16,2,JESSE COOK  GRAVITY,248,-24.6791875,0,,False,False,False,False,0,,,,,
JaOtE0YiUFU,19,2,"Jesse Cook ""Closer to Madness""",347,-123.6791875,0,,False,False,False,False,0,,,,,
fGLkX91b6mM,1,1,Physical Therapy for Vertigo,113,110.3208125,0,,True,True,False,False,0,,,,,
bu2YurNjEV8,5,1,Vertigo Cure (BPPV) Self Treatment Video,137,86.3208125,0,,False,True,False,False,0,,,,,
EZHx7Ij4x7s,6,1,Jesse Cook- Avocado,186,37.3208125,0,,False,True,False,False,0,,,,,
lgz0J6NlaF8,8,1,Studio 13 Dance - That's Right,165,58.3208125,0,,False,True,False,False,0,,,,,
8RYB2QlO1N4,8,1,Vertigo - Dix-Hallpike Manoeuvre from BMJ Learning,165,58.3208125,0,,False,True,False,False,0,,,,,
xfY4_Aa650Y,9,1,Laa Lee - That's Right - November 2018,182,41.3208125,0,,False,True,False,False,0,,,,,
1xEHvFmFGxI,9,1,This video will make you forget your name..,629,-405.6791875,0,,False,True,False,False,0,,,,,
eDEpdjJTkvU,9,1,Jesse Cook - Fate (Parasol Reprise) / I Put A Spell On You / Fragile (feat. Holly Cole),721,-497.6791875,0,,False,True,False,False,0,,,,,
JxDx8Xlwe-Y,10,1,Cage the Elephant - That's Right,234,-10.6791875,0,,False,False,False,False,0,,,,,
-9FD8_4U3jw,10,1,U2 Vertigo Live Chicago,271,-47.6791875,0,,False,False,False,False,0,,,,,
lb5RdpbQv2Y,10,1,Worlds Away,280,-56.6791875,0,,False,False,False,False,0,,,,,
