youtube_id,top_rank,n_hits,title,duration,deviation,salami_coverage,decision,in_top_5,in_top_10,same_plus_5,same_less_5,overall_score,matching_length,onset_in_youtube,onset_in_salami,hashes,total_hashes
7BuAGPv4G84,0,3,Sexteto Habanero -La Loma De Belen,190,-6.04575,0,reject,True,True,False,False,7,,,,,
mAuT6d1c6nI,0,2,A LA LOMA DE BELEN - Miguel Quintana,385,-201.04575,0,reject,True,True,False,False,7,,,,,
aDQXomIwllA,8,2,Loma de Belen,184,-0.04575,0,reject,False,True,True,False,3,,,,,
x5ufzxQbtBA,1,3,Ignacio Pineiro - A La Loma De Belen -1929 - Foto-Video.mp4,222,-38.04575,0,reject,True,True,False,False,2,,,,,
X05OptLUIRo,11,2,Loma de Belen,185,-1.04575,0,reject,False,False,True,False,2,,,,,
PB1-pWwUxBk,11,2,Loma De Belen,185,-1.04575,0,,False,False,True,False,2,,,,,
9UjrS02f_3w,16,2,Loma de Belén (Son),184,-0.04575,0,,False,False,True,False,2,,,,,
rESz4Tsq5Gk,2,1,EXITOS QUILLEROS - LA LOMA DE BELEN - CACHAO - DESCARGA SALSERA,284,-100.04575,0,,True,True,False,False,2,,,,,
xRdDvwq1whE,3,1,Cachao Y su Conjunto  -  A la Loma De Belen,295,-111.04575,0,,True,True,False,False,2,,,,,
syHZnID-6p0,4,1,A la loma de Belen - The New Swing Sextet [HQ],293,-109.04575,0,,True,True,False,False,2,,,,,
5LoxApWuEwk,17,1,Loma de Belén,186,-2.04575,0,,False,False,True,False,2,,,,,
9PQGTRoC-Vk,5,3,A la loma de Belén. Sexteto Son Habana,365,-181.04575,0,,False,True,False,False,1,,,,,
Dt50MkeGHZA,6,3,Septeto Habanero .Tema y  A La Loma De Belen...Tablado.Habana,354,-170.04575,0,,False,True,False,False,1,,,,,
k4_p8O6SI7Y,9,2,Sexteto Habañero - Loma de Belen,192,-8.04575,0,,False,True,False,False,1,,,,,
8PZCzsxbG-8,9,2,EL SEXTETO HABANERO A LA LOMA DE BELEN,375,-191.04575,0,,False,True,False,False,1,,,,,
5LxX7q0DiNU,8,1,VICTOR VICTOR video 80's   A La Loma De Belen,269,-85.04575,0,,False,True,False,False,1,,,,,
cJG6aSJP4fE,9,1,A la loma de Belen - Cachao_Dj SalsaMayor,291,-107.04575,0,,False,True,False,False,1,,,,,
P9FClYHb6do,1,3,"Sexteto Habanero ""A la loma de belen""",146,37.95425,0,,True,True,False,False,0,,,,,
I1HZ4dB6j_E,3,2,La Loma de Belen - Septeto Tipico Habanero  [HD Quality],147,36.95425,0,,True,True,False,False,0,,,,,
g2jtWLawwO0,4,2,Septeto Típico Habanero - La Loma De Belén,143,40.95425,0,,True,True,False,False,0,,,,,
nFpjTtqGleY,7,2,🔥LA LOMA DE BELEN [ANTOLOGIA DE LOS SONEROS] por SEXTETO HABANERO - Salsa Premium,143,40.95425,0,,False,True,False,False,0,,,,,
2WqWvNJhA10,12,2,Loma de Belén,182,1.95425,0,,False,False,False,True,0,,,,,
2zAPX0caD80,13,2,A LA LOMA DE BELEN Septeto Habanero,144,39.95425,0,,False,False,False,False,0,,,,,
U1TDWvNpmOk,15,2,La Loma de Belen - Septeto Habanero,147,36.95425,0,,False,False,False,False,0,,,,,
tUmrVHNMhvA,18,2,A la Loma de Belen,145,38.95425,0,,False,False,False,False,0,,,,,
S8sHjfcY0Lk,6,1,🔥A LA LOMA DE BELEN por EL GRAN COMBO DE PUERTO RICO con PELLIN RODRIGUEZ - Salsa Premium,183,0.95425,0,,False,True,False,True,0,,,,,
eDnSoI8r-6w,10,1,Rafael Solano & Su Orquesta - La Loma De Belen,294,-110.04575,0,,False,False,False,False,0,,,,,
PkSWx0PxXJI,11,1,ARAHÍ Soy de la loma de Belén,282,-98.04575,0,,False,False,False,False,0,,,,,
dEqIk2oOqAQ,12,1,NEW SWING SEXTET - A LA LOMA DE BELEN,530,-346.04575,0,,False,False,False,False,0,,,,,
1VgKk-WmZ68,13,1,La Loma de Belén - The Beachers - Discos Tamayo - Panamá,125,58.95425,0,,False,False,False,False,0,,,,,
arLB4nGehQw,14,1,El Sonero Clásico del Caribe / A LA LOMA DE BELÉN,199,-15.04575,0,,False,False,False,False,0,,,,,
geMamxTgVOI,16,1,santiago ceron  ''a la loma de belen'',241,-57.04575,0,,False,False,False,False,0,,,,,
ntLZwJbUkuY,17,1,A la Loma de Belén,143,40.95425,0,,False,False,False,False,0,,,,,
UFEwLGQekMI,18,1,A La Loma De Belen - El Gran Combo,179,4.95425,0,,False,False,False,True,0,,,,,
RarERfIa9I4,19,1,A la loma de Belén. Pellin Rodriguez.wmv.,201,-17.04575,0,,False,False,False,False,0,,,,,
JS7a8pPKvd8,19,1,Loma de Belen,183,0.95425,0,,False,False,False,True,0,,,,,
