youtube_id,top_rank,n_hits,title,duration,deviation,salami_coverage,decision,in_top_5,in_top_10,same_plus_5,same_less_5,overall_score,matching_length,onset_in_youtube,onset_in_salami,hashes,total_hashes
PktbZtMn3s0,9,1,Axel Doesn't Want to go to Toronto,140,-3.7976,0,,False,True,True,False,3,,,,,
6kJc2hfAbvY,1,4,Radio Free Vestibule - Looking for a job in Quebec,237,-100.7976,0,,True,True,False,False,2,,,,,
5b09Qu_Fyhg,2,4,Looking for a Job in Quebec,237,-100.7976,0,,True,True,False,False,2,,,,,
Tze0RuPCPBg,2,2,Kizoa Video Maker: RADIO FREE VESTIBULE-I DON'T WANT TO GO TO TORONTO,146,-9.7976,0,,True,True,False,False,2,,,,,
EwujU8nra2o,14,2,The Vestibules The Grunge Song,138,-1.7976,0,,False,False,True,False,2,,,,,
cy-4xyrZP7g,16,2,The Vestibules The Name Game,137,-0.7976,0,,False,False,True,False,2,,,,,
_TQGsrNlj2k,3,1,"Sakura-Con 2010 ""I Don't Want to Go to Toronto"" AMV",149,-12.7976,0,,True,True,False,False,2,,,,,
SycpgzVZwi0,4,1,Vaginal Croutons-Toronto (Don't Wanna Go),158,-21.7976,0,,True,True,False,False,2,,,,,
C0ubqejsqJQ,5,4,Froo Froo the Talking Cat,371,-234.7976,0,,False,True,False,False,1,,,,,
si4xn1n922I,6,4,Kevin and God,329,-192.7976,0,,False,True,False,False,1,,,,,
fhDZGMeoEGw,5,1,"Mike O'Neill - ""I Don't Want to Go"" Live in Toronto",207,-70.7976,0,,False,True,False,False,1,,,,,
lXYq9ImJIN8,6,1,PARTYNEXTDOOR - Break From Toronto [Official Music Video],179,-42.7976,0,,False,True,False,False,1,,,,,
DoCJPivSzuc,7,1,"Ozzy Osbourne - I don't want to change the world, Toronto, Canadá (No More Tours 2) - 04/09/2018",229,-92.7976,0,,False,True,False,False,1,,,,,
uoWPvv87pGA,7,1,Portuguese And I Know It - Official Portuguese Kids HD,206,-69.7976,0,,False,True,False,False,1,,,,,
FnL0ubcralI,9,1,Shawn Mendes & Julia Michaels: Like to Be You #LateLateShawn,166,-29.7976,0,,False,True,False,False,1,,,,,
UOJemHKzRQY,0,5,I Don't Want to Go to Toronto,136,0.2024,0,,True,True,False,True,0,,,,,
YozsttKpdZE,1,4,Zalgon 26 McGee,106,30.2024,0,,True,True,False,False,0,,,,,
g_E_SY7fWkk,2,4,Phillipa and Denina,115,21.2024,0,,True,True,False,False,0,,,,,
Ypn6Vj6PvOo,0,3,Radio Free Vestibule - I Don't Want to Go to Toronto,136,0.2024,0,match,True,True,False,True,0,131.6,0.5,0.5,1985.0,2597.0
-4x54lnkCMw,1,3,AMV - Mr. Pilkington - ROHerpes (I Don't Want To Go To Toronto),133,3.2024,0,,True,True,False,True,0,,,,,
6mapN5ZsWdA,5,3,Radio Free Vestibule - Zalgon 26 McGee,116,20.2024,0,,False,True,False,False,0,,,,,
e3ZbzhJDRBQ,12,3,Radio Free Vestibule: A Salute to Zyblor,1400,-1263.7976,0,,False,False,False,False,0,,,,,
1b5K8ablNT0,13,3,Kevin and God,328,-191.7976,0,,False,False,False,False,0,,,,,
yooWvBMWowY,4,2,Laurence Olivier for Diet Coke,73,63.2024,0,,True,True,False,False,0,,,,,
AbDfqB2zVaY,6,2,The Vestibules AA on a Field Trip,22,114.2024,0,,False,True,False,False,0,,,,,
HA6oEaeeXeg,8,2,Hits of the Future,60,76.2024,0,,False,True,False,False,0,,,,,
Xkg2APNyyvA,9,2,The I hate Toronto song,55,81.2024,0,,False,True,False,False,0,,,,,
LpbDmDUeeo4,9,2,You're a Hamburger,121,15.2024,0,,False,True,False,False,0,,,,,
di74L4Uz4wA,11,2,I Don't Want to Go to Toronto Tribute,163,-26.7976,0,,False,False,False,False,0,,,,,
D-ytPIwYgt8,15,2,Radio Free Vestibule featuring Sean Keane,912,-775.7976,0,,False,False,False,False,0,,,,,
80ZuwQA7GOk,15,2,The Ballad of Marshall McLuhan,152,-15.7976,0,,False,False,False,False,0,,,,,
W5zD3Qls-A0,18,2,Radio Free Vestibule: Performance Artist Barbie,1462,-1325.7976,0,,False,False,False,False,0,,,,,
AMFpOnfat7E,18,2,Christmas on Acid,105,31.2024,0,,False,False,False,False,0,,,,,
hHwf2o8GYxo,19,2,Radio Free Vestibule on COMICS!,219,-82.7976,0,,False,False,False,False,0,,,,,
7GU2xd0M58c,8,1,Guu Doesn't Want To Go To Toronto,133,3.2024,0,,False,True,False,True,0,,,,,
XJHYtLJMbPI,8,1,A.A. on a Field Trip,24,112.2024,0,,False,True,False,False,0,,,,,
bcmbKN1aIOU,10,1,What Canadians Really Want To Say To Americans,297,-160.7976,0,,False,False,False,False,0,,,,,
_v8LF-YWKfo,10,1,"Legally Blonde: ""Omigod You Guys"" feat. All-Star Cast",352,-215.7976,0,,False,False,False,False,0,,,,,
xusiL43CcI4,11,1,"Visit Toronto - 5 Things You Will Love & Hate About Toronto, Canada",534,-397.7976,0,,False,False,False,False,0,,,,,
D_rqZm231HY,11,1,Loud Luxury feat. brando - Body (Official Music Video),237,-100.7976,0,,False,False,False,False,0,,,,,
ACDlzKF3anY,11,1,How Many Times Has This Happened to You?,56,80.2024,0,,False,False,False,False,0,,,,,
zU5ht3jVJEg,12,1,"7 Things NOT To Do in Toronto, Canada",256,-119.7976,0,,False,False,False,False,0,,,,,
qbBRG4IPk7g,12,1,The Sound of...,16,120.2024,0,,False,False,False,False,0,,,,,
RjVtsuoPlzk,13,1,G20 - Toronto - Incident with cops - We don't live in Canada anymore - Day 2 (June 27),449,-312.7976,0,,False,False,False,False,0,,,,,
8YQR_eFk8EI,13,1,Something's Wrong With Gilligan's Island,186,-49.7976,0,,False,False,False,False,0,,,,,
Ijm4CHDjABQ,14,1,Don't Study English in Vancouver...or Toronto,939,-802.7976,0,,False,False,False,False,0,,,,,
XyPo2p7jajk,14,1,The Ballad of Marshall Mcluhan,150,-13.7976,0,,False,False,False,False,0,,,,,
c3ZlfBkfeyw,15,1,Top Reasons Not to Move to Canada,521,-384.7976,0,,False,False,False,False,0,,,,,
ZKTxpMJsg0M,16,1,30 Hidden Secrets & Best Places in Toronto,572,-435.7976,0,,False,False,False,False,0,,,,,
0qXuuM_39O4,16,1,Shawn Mendes Reacts to His Voice Cracks #LateLateShawn,192,-55.7976,0,,False,False,False,False,0,,,,,
H7Aam-dPlNU,17,1,"Jerry Lee Lewis - Don't Be Cruel (Toronto, Rock'n'roll Revival, 1969) - HD",183,-46.7976,0,,False,False,False,False,0,,,,,
G5Cnc7wm-dg,17,1,Radio Free Vestibule - The Grunge Song,108,28.2024,0,,False,False,False,False,0,,,,,
VBB5G4CEGvI,18,1,Tegan and Sara - How Come You Don't Want Me (Toronto II 2014),222,-85.7976,0,,False,False,False,False,0,,,,,
7uY0Ab5HlZ0,19,1,Toronto Vacation Travel Guide | Expedia,273,-136.7976,0,,False,False,False,False,0,,,,,
