youtube_id,top_rank,n_hits,title,duration,deviation,salami_coverage,decision,in_top_5,in_top_10,same_plus_5,same_less_5,overall_score,matching_length,onset_in_youtube,onset_in_salami,hashes,total_hashes
Ro2gUiAFjN8,0,2,Radio Ga Ga - Queen Greatest Hits II,344,-0.53885,0,match,True,True,True,False,9,339.5,0.9,0.7,4578.0,68763.0
azdwsXLmrHE,0,4,Queen - Radio Ga Ga (Official Video),353,-9.53885,0,potential,True,True,False,False,7,291.7,6.8,0.7,2787.0,51509.0
SGyER9onZ_w,1,2,Queen - Greatest Hits - Radio Ga Ga (FLAC),344,-0.53885,0,,True,True,True,False,4,,,,,
taefasVAs1U,2,2,Queen - Radio Ga Ga - with lyrics on screen.,345,-1.53885,0,,True,True,True,False,4,,,,,
5xXny7VDjpY,2,2,"Queen - Radio Ga Ga (Live At Wembley Stadium, Friday 11 July 1986)",376,-32.53885,0,,True,True,False,False,2,,,,,
UTuj_BHPOqw,16,1,Queen - Radio Ga Ga | 8D Audio,344,-0.53885,0,,False,False,True,False,2,,,,,
nxXH5Bt6K7M,5,2,Radio Ga Ga (Remastered 2011),350,-6.53885,0,,False,True,False,False,1,,,,,
SHq8SCCtJJI,5,2,Queen ~ Radio Ga Ga 1984 Disco Purrfection Version,536,-192.53885,0,,False,True,False,False,1,,,,,
1rUP_SazjrM,6,2,FIRST TIME WATCHING - Queen - Radio GaGa - Live Aid : Wembley London 1985 - REACTION,465,-121.53885,0,,False,True,False,False,1,,,,,
LDRFzjt6NXM,7,2,QUEEN - Radio Ga Ga,351,-7.53885,0,,False,True,False,False,1,,,,,
a0rOqrKnhm4,9,2,Australia's Got Talent 2011 - Freddie Mercury (Radio Ga Ga),400,-56.53885,0,,False,True,False,False,1,,,,,
twydEC66mLU,5,1,【和訳】QUEEN - Radio Ga Ga,358,-14.53885,0,,False,True,False,False,1,,,,,
ERt7Rx8LBHA,6,1,Queen - Radio Ga Ga 1986 Live Video Sound HQ,358,-14.53885,0,,False,True,False,False,1,,,,,
caiG-dWAln0,8,1,QUEEN - RADIO GA GA - Piano Tutorial,373,-29.53885,0,,False,True,False,False,1,,,,,
0omja1ivpx0,1,4,Queen - Radio GaGa - Live Aid : Wembley London 1985,289,54.46115,0,,True,True,False,False,0,,,,,
bKJSJngH__c,9,4,Queen - Radio Ga Ga - (Remastered 2011),343,0.46115,0,,False,True,False,True,0,,,,,
CkpIqrS-hPU,3,3,Radio Ga Ga,343,0.46115,0,,True,True,False,True,0,,,,,
f4Mc-NYPHaQ,5,3,Queen - I Want To Break Free (Official Video),271,72.46115,0,,False,True,False,False,0,,,,,
A22oy8dFjqc,12,3,Queen - Live at LIVE AID 1985/07/13 [Best Version],1477,-1133.53885,0,,False,False,False,False,0,,,,,
j440-D5JhjI,1,2,Queen - Greatest Hits (2) [1 hour 20 minutes long],4760,-4416.53885,0,,True,True,False,False,0,,,,,
pikzdp1TtNo,6,2,Queen 8-Bit : Greatest Hits II,4930,-4586.53885,0,,False,True,False,False,0,,,,,
ZdZ_ef3O8xI,7,2,Queen Radio GaGa Lyrics,341,2.46115,0,,False,True,False,True,0,,,,,
nBAmzixb4eA,7,2,Queen + Adam Lambert - Radio Gaga - Live at The Isle of Wight Festival 2016,275,68.46115,0,,False,True,False,False,0,,,,,
BamvqUIonXE,8,2,Voice Teacher Reacts to Queen - Radio Gaga (Live Aid : Wembley London 1985),912,-568.53885,0,,False,True,False,False,0,,,,,
EvPaCK6TZpo,9,2,Queen - Radio Ga Ga (Rare Alternative Extended Version) HQ,305,38.46115,0,,False,True,False,False,0,,,,,
xZ51LWAYu6M,10,2,Queen   Greatest Hits Radio Ga Ga HQ !,343,0.46115,0,,False,False,False,True,0,,,,,
C7L9fDMd0dk,11,2,Queen - Radio Ga Ga (Virgin Magnetic Material Remix),380,-36.53885,0,,False,False,False,False,0,,,,,
ZuFkbsxiM8U,12,2,Queen - Radio Ga Ga (Lyrics) Legenda Inglês - Português,368,-24.53885,0,,False,False,False,False,0,,,,,
N7qb0x7HFbE,13,2,QUEEN Greatest  Hits II P.1 52adler pop rock alternativa,846,-502.53885,0,,False,False,False,False,0,,,,,
Y6_ilW9tshE,18,2,Queen - Radio Ga Ga (Extended Version) HQ,413,-69.53885,0,,False,False,False,False,0,,,,,
rf_WZ1G8Ux8,3,1,Radio Ga Ga (Live Aid),246,97.46115,0,,True,True,False,False,0,,,,,
eoffDC_B05c,10,1,Queen - Radio Ga Ga Live in Budapest 1986 (Hungarian Rhapsody) 2012,358,-14.53885,0,,False,False,False,False,0,,,,,
EmzS5CsHXX4,11,1,"Queen - Making Of  ""Radio Ga Ga""",288,55.46115,0,,False,False,False,False,0,,,,,
avyOMkbsQqI,12,1,Queen Making of Radio Ga Ga,288,55.46115,0,,False,False,False,False,0,,,,,
JVL2MRJ-8Vg,13,1,"Grand Theft Auto V - ""Radio Ga Ga"" (CC)",342,1.46115,0,,False,False,False,True,0,,,,,
A2mVyFwAn6U,13,1,Radio Ga Ga,341,2.46115,0,,False,False,False,True,0,,,,,
FclQgpNoKJo,14,1,퀸 명곡 모음 13곡 Queen Greatest Hits,2775,-2431.53885,0,,False,False,False,False,0,,,,,
VzR3WvyjO_Y,15,1,Queen + Adam Lambert - Radio Gagaga - New Years Eve London 2014,261,82.46115,0,,False,False,False,False,0,,,,,
ArsjSJagUt8,15,1,Queen Greatest Hits Instrumental,7576,-7232.53885,0,,False,False,False,False,0,,,,,
PvNkcvkGI4M,16,1,Queen + Paul Young - Radio Ga Ga,373,-29.53885,0,,False,False,False,False,0,,,,,
pSrF95IpM0M,17,1,Queen - Radio Ga Ga @ Knebworth Park 1986,387,-43.53885,0,,False,False,False,False,0,,,,,
XBy0exAWbD0,17,1,FIRST TIME WATCHING - Queen - Radio Ga Ga (Official Video) - REACTION,440,-96.53885,0,,False,False,False,False,0,,,,,
