youtube_id,top_rank,n_hits,title,duration,deviation,salami_coverage,decision,in_top_5,in_top_10,same_plus_5,same_less_5,overall_score,matching_length,onset_in_youtube,onset_in_salami,hashes,total_hashes
fLjQ-sNlaho,4,2,Howlin' for My Darling (Or Baby),154,-0.0343,0,match,True,True,True,False,3,148.3,0.5,0.8,2035.0,2134.0
PjLvArb4Liw,8,1,Howlin' for My Darling (Or Baby),154,-0.0343,0,,False,True,True,False,3,,,,,
0dkdtmQ9cxQ,0,2,Howlin For My Darling - Howlin Wolf,153,0.9657,0,,True,True,False,True,2,,,,,
ztn8rGh-JxA,1,2,Howlin' for My Darling,152,1.9657,0,,True,True,False,True,2,,,,,
fbat0O-z3T4,2,2,Howlin' for My Darling,152,1.9657,0,,True,True,False,True,2,,,,,
8yOjCL4Ungg,5,2,Howlin' for My Darling (Remastered),152,1.9657,0,,False,True,False,True,2,,,,,
BpfcPAUXWGc,0,1,Howlin' Wolf - Howlin' For My Darling,153,0.9657,0,,True,True,False,True,2,,,,,
Kb_NGbbw-kQ,5,1,Watch Dogs (Howlin' Wolf - Howlin' For My Darlin'),152,1.9657,0,,False,True,False,True,2,,,,,
SKkDrls0V28,6,1,Howlin' Wolf - Howlin' for My Darling,152,1.9657,0,,False,True,False,True,2,,,,,
5ZSskGWn3yY,8,1,Hidden Charms   (Howlin' Wolf- Cover),151,2.9657,0,,False,True,False,True,2,,,,,
VaKgsTOlxqk,10,1,Howlin' Wolf - Sitting On Top Of The World,155,-1.0343,0,,False,False,True,False,2,,,,,
9BWWSkh4bAQ,11,1,Howlin' for My Darling,154,-0.0343,0,,False,False,True,False,2,,,,,
OXQs9kBlHLo,17,1,WATCH DOGS soundtrack - Chester Burnett (Howlin' Wolf) Howlin' For My Darling,154,-0.0343,0,,False,False,True,False,2,,,,,
B65XXvU4tfc,17,1,Howlin' for My Darlin' (Or Baby),154,-0.0343,0,,False,False,True,False,2,,,,,
0i95_ehPnWE,18,1,Howlin' for My Darlin',154,-0.0343,0,,False,False,True,False,2,,,,,
f_empiaStHE,19,1,Howlin' Wolf - Howlin' for my Baby,154,-0.0343,0,,False,False,True,False,2,,,,,
mA7HP_CpIVI,0,3,Howlin' Wolf - Howlin' For My Darlin',263,-109.0343,0,,True,True,False,False,1,,,,,
AEUEx8olggw,2,2,HOWLIN' WOLF aka Chester Burnett - Wang Dang Doodle,277,-123.0343,0,,True,True,False,False,1,,,,,
CxGCBFUeeGU,5,2,Howlin' For My Darlin,465,-311.0343,0,,False,True,False,False,1,,,,,
Nw-8wrqKPOk,6,2,Howlin Wolf-Little Baby,170,-16.0343,0,,False,True,False,False,1,,,,,
5Se4MEVquc8,7,2,Various – A Tribute To Howlin’ Wolf (Full Album) (HQ),3179,-3025.0343,0,,False,True,False,False,1,,,,,
kLZwsQmH97c,7,2,Howlin' Wolf - Shake It For Me,254,-100.0343,0,,False,True,False,False,1,,,,,
BgxHJ2DbbGo,8,2,Rob Quail - Howlin' For My Darling,248,-94.0343,0,,False,True,False,False,1,,,,,
Qc8wQyWKPJ0,9,2,Howlin' Wolf - Rockin' the Blues,318,-164.0343,0,,False,True,False,False,1,,,,,
OpKB6OZ_B4c,1,1,Howlin' Wolf - How Many More Years,275,-121.0343,0,,True,True,False,False,1,,,,,
piVPY5vfWU0,2,1,"Howlin' Wolf Guitar Lesson - ""Howling For My Darling""",777,-623.0343,0,,True,True,False,False,1,,,,,
9Ri7TcukAJ8,2,1,Howlin' Wolf - Smokestack Lightnin',189,-35.0343,0,,True,True,False,False,1,,,,,
6VTKsEA-nbs,3,1,Howlin' Wolf - If you hear me howlin',138,15.9657,0,,True,True,False,False,1,,,,,
MF6URTNjCF4,3,1,Shake For Me - Howlin Wolf,136,17.9657,0,,True,True,False,False,1,,,,,
n4W11Z_FTBI,4,1,Jimmy Thackery - Howlin For My Darling,352,-198.0343,0,,True,True,False,False,1,,,,,
J0HfN6GvK08,4,1,Wang Dang Doodle - Howlin Wolf (London Session),298,-144.0343,0,,True,True,False,False,1,,,,,
DZ1TWhkjay4,5,1,Chuck Berry - Confessin' The Blues,129,24.9657,0,,False,True,False,False,1,,,,,
LUIpi_kRFkU,6,1,Spinning Blues Into Gold: The Chess Brothers and the Legendary Chess Records,215,-61.0343,0,,False,True,False,False,1,,,,,
z7915jv99f4,7,1,Howlin' Wolf - Howlin' for my darlin' - cover version 1 + lyrics,173,-19.0343,0,,False,True,False,False,1,,,,,
V--jgIQjco0,7,1,Howlin' Wolf - Goin' Down Slow,243,-89.0343,0,,False,True,False,False,1,,,,,
RS0pp-IeMfM,8,1,The Breeze Kings - Howlin' for my Darling (Howlin' Wolf),294,-140.0343,0,,False,True,False,False,1,,,,,
auHjk3VfaGE,9,1,Howlin' for my Darling,338,-184.0343,0,,False,True,False,False,1,,,,,
