youtube_id,top_rank,n_hits,title,duration,deviation,salami_coverage,decision,in_top_5,in_top_10,same_plus_5,same_less_5,overall_score,matching_length,onset_in_youtube,onset_in_salami,hashes,total_hashes
Dzc0IyLOeqg,0,2,"R. Strauss: Salome, Op.54 - original version - Scene 1 - ""Nach mir wird Einer kommen""",142,-69.9020416667,0,reject,True,True,False,False,6,,,,,
sWMMhfY3ulY,0,2,"Berg-  Wozzeck   ""Act 3 Scene 4""",331,-258.902041667,0,reject,True,True,False,False,6,,,,,
8q7fl4sl2R0,0,1,"Berg-  Wozzeck   ""Act 3 Scene 3""",213,-140.90204166700002,0,reject,True,True,False,False,6,,,,,
702knK1mop0,1,1,Berg  Wozzeck  Act III Scene 2,342,-269.902041667,0,reject,True,True,False,False,1,,,,,
Sr5SQbtrPVM,1,1,"Jenufa. Opera in 3 Acts - Act 3, Scene 6: May God grant you",194,-121.902041667,0,reject,True,True,False,False,1,,,,,
viXMstoz5_Q,2,1,"Berg: Wozzeck - Act III (Abbado; Grundheber, Behrens, et al.) [English Subtitles]",1867,-1794.90204167,0,reject,True,True,False,False,1,,,,,
3XNBLrS_KZk,2,1,"Waltraud Meier: I follow a voice within me (Documentary, 2008)",5334,-5261.90204167,0,reject,True,True,False,False,1,,,,,
79xRUZrJ15c,3,1,What happened when Sir Mark Elder took the Hallé into a Manchester school?,211,-138.90204166700002,0,reject,True,True,False,False,1,,,,,
m9jEzG3xT9M,4,1,"Berg-  Wozzeck   ""Act 3 Scene 5""",385,-312.902041667,0,reject,True,True,False,False,1,,,,,
jRz2au4X7N0,4,1,SHAQTIN A FOOL - Episode 12 (2016-2017) Jan 27,154,-81.9020416667,0,reject,True,True,False,False,1,,,,,
DHb_4zvIHw8,5,1,"Alban Berg, Wozzeck Act 3 Sc 2 + 3",582,-509.902041667,0,,False,True,False,False,1,,,,,
aAnZcMMw1i8,5,1,"Dante Anzolini interview, 11/2/2005",6410,-6337.90204167,0,,False,True,False,False,1,,,,,
6Iul1hRx0xw,6,1,"Berg: Wozzeck - Act II (Abaddo; Grundheber, Behrens, et al.) [English Subtitles]",1821,-1748.90204167,0,,False,True,False,False,1,,,,,
JEYgAHahoQE,6,1,Modernism | Wikipedia audio article,5120,-5047.90204167,0,,False,True,False,False,1,,,,,
Shu_ZlPn9v8,7,1,"Berg Wozzeck Act III, sc. 2",331,-258.902041667,0,,False,True,False,False,1,,,,,
v-9K_w3FowQ,8,1,3 Wozzeck Fragments : III Act 3 Scenes 4 & 5,469,-396.902041667,0,,False,True,False,False,1,,,,,
jrm133HUe-I,9,1,"WOZZECK Act III, scenes 2-3",493,-420.902041667,0,,False,True,False,False,1,,,,,
uDPTObF57Ks,10,1,"Berg   Wozzeck Act III end of scene 2, interlude, and scene",313,-240.90204166700002,0,,False,False,False,False,0,,,,,
0rQSUS8nd3I,11,1,Berg  Wozzeck  Act 3 Scene 3,213,-140.90204166700002,0,,False,False,False,False,0,,,,,
vJPD2WTietY,12,1,"Berg Wozzeck Act III, sc. 3",172,-99.9020416667,0,,False,False,False,False,0,,,,,
OdinmlIdnYw,13,1,"Berg: Wozzeck - Act I (Abaddo; Grundheber, Behrens, et al.) [English Subtitles]",2129,-2056.90204167,0,,False,False,False,False,0,,,,,
sRoZHmQj03s,14,1,ALBAN BERG - WOZZECK act III: Orchestral Interlude,208,-135.90204166700002,0,,False,False,False,False,0,,,,,
4vcE15qp61M,15,1,Wozzeck Act 3 Scene 1 Alban Berg  Marie  Miriam Gordon-Stewart,248,-175.90204166700005,0,,False,False,False,False,0,,,,,
PynaC8A2d-c,16,1,A. BERG: Wozzeck  Act 2 Intro & Scene 3,189,-116.902041667,0,,False,False,False,False,0,,,,,
M3GOB9BQkVo,17,1,"Alban Berg - Drei Bruchstücke aus ""Wozzeck"" (1924) - I",422,-349.902041667,0,,False,False,False,False,0,,,,,
AVhifzGnDq4,18,1,Alban Berg: Tre Frammenti Sinfonici da Wozzeck,1222,-1149.90204167,0,,False,False,False,False,0,,,,,
rHFFPyU41_0,19,1,Berg: Wozzeck (HQ) - 1970 film version [English Subtitles],6254,-6181.90204167,0,,False,False,False,False,0,,,,,
