youtube_id,top_rank,n_hits,title,duration,deviation,salami_coverage,decision,in_top_5,in_top_10,same_plus_5,same_less_5,overall_score,matching_length,onset_in_youtube,onset_in_salami,hashes,total_hashes
WqpiW0-2eTQ,0,2,Sonata for Viola and Piano - Rebecca Clarke [HD],2584,-2115.85958333,0,reject,True,True,False,False,6,,,,,
kyhWWyDHIfM,0,1,Rebecca Clarke - Viola Sonata [With score],1285,-816.859583333,0,reject,True,True,False,False,6,,,,,
gmRO0xemY_o,1,1,Rebecca Clarke Viola Sonata/Impetuoso,448,20.140416666700002,0,reject,True,True,False,False,1,,,,,
eISdMo8-_qc,1,1,Shostakovich Sonata Op 147 Viola and Piano,2216,-1747.85958333,0,reject,True,True,False,False,1,,,,,
tp7sA3Dkn1k,2,1,"Sonata para viola y piano, Rebecca CLARKE - I. Impetuoso",487,-18.859583333299998,0,reject,True,True,False,False,1,,,,,
tAhWQ1-bFLs,2,1,Rebecca Clarke - Sonata for Violoncello and Piano (1919),1617,-1148.85958333,0,reject,True,True,False,False,1,,,,,
Nl1r_UWaJ-M,3,1,"Sean Juhl, 17, playing Allegro moderato - York Bowen Viola Sonata",420,48.1404166667,0,reject,True,True,False,False,1,,,,,
Vqm5w0PtpIU,4,1,"Sonata for Viola and Piano, Impetuoso - Rebecca Clarke",513,-44.8595833333,0,reject,True,True,False,False,1,,,,,
0pjN2bqz0LE,4,1,Clarke: Viola Sonata - 2. Vivace,222,246.140416667,0,reject,True,True,False,False,1,,,,,
d7QDwtZ6tek,5,1,Sonata for Viola and Piano Impetuoso - Rebecca Clarke,493,-24.859583333299998,0,reject,False,True,False,False,1,,,,,
_pk20EfsOws,5,1,Richard Crosby viola sonata movt 2,266,202.140416667,0,,False,True,False,False,1,,,,,
AtwjlUCQPgY,6,1,Gérard Caussé viola : Rebecca Clarke Sonata for viola and piano,1556,-1087.85958333,0,,False,True,False,False,1,,,,,
X3hnFRRD-y8,6,1,"Rebecca Clarke - Sonata for Viola and Piano: II. Vivace, III. Adagio - Allegro",837,-368.85958333300005,0,,False,True,False,False,1,,,,,
ybX0Vk9Wocg,7,1,Rebecca Clarke: Sonata for Viola and Piano - I. Impetuoso,493,-24.859583333299998,0,,False,True,False,False,1,,,,,
IpMRK722nGc,7,1,"Nino Rota: Intermezzo, per viola e pianoforte (1945)",527,-58.8595833333,0,,False,True,False,False,1,,,,,
dIOmVpSlk8I,8,1,Sonata for Viola and Piano - Impetuoso - Rebecca Clarke,436,32.1404166667,0,,False,True,False,False,1,,,,,
UlAqJ68xcEk,8,1,Viola Galante . Pauline Sachse & Andreas Hecker,245,223.140416667,0,,False,True,False,False,1,,,,,
Xdn7CPGgrY4,9,1,"Sonata for Viola and Piano, I. Impetuoso - Rebecca Clarke (played by Kate Moran)",586,-117.85958333299999,0,,False,True,False,False,1,,,,,
