youtube_id,top_rank,n_hits,title,duration,deviation,salami_coverage,decision,in_top_5,in_top_10,same_plus_5,same_less_5,overall_score,matching_length,onset_in_youtube,onset_in_salami,hashes,total_hashes
G_JF6BDP4u0,0,2,Menuet sur le nom d'Haydn - Ravel (J.m.w.Clarke),122,-0.217125,0,reject,True,True,True,False,8,,,,,
yb26Y7fXmS0,0,3,Maurice Ravel Piano Concerto In D Major For The Left Hand,1099,-977.217125,0,reject,True,True,False,False,6,,,,,
Xrgsm3-0aww,0,1,Ravel:  Menuet sur le nom d'Haydn,140,-18.217125,0,reject,True,True,False,False,6,,,,,
Ad-vv9H4RsY,5,1,"Menuet sur le nom d'Haydn, M. 58",122,-0.217125,0,match,False,True,True,False,3,120.7,0.4,0.4,934.0,1432.0
Cwr2XgYFT0I,7,2,Ravel - Werner Haas (1972) Pianoworks,7133,-7011.217125,0,,False,True,False,False,1,,,,,
4ytkaRoXqDI,1,1,Perlemuter plays Ravel　ペルルミュテル/ラヴェル・ピアノ名曲集,3852,-3730.217125,0,,True,True,False,False,1,,,,,
edDBYNEqYmg,2,1,Menuet sur le nom d'Haydn (Ravel) - Sheet Music,107,14.782875,0,,True,True,False,False,1,,,,,
ZrtsDeU0I_I,2,1,"Sean Chen plays Ravel Prelude, Menuet sur le nom d'Haydn, Menuet Antique",519,-397.217125,0,,True,True,False,False,1,,,,,
Mlc_S9bJTJg,3,1,"Ravel - Menuet sur le nom de Haydn (Werner Haas, piano)",98,23.782875,0,,True,True,False,False,1,,,,,
oBhQTcYcplY,3,1,"Menuet sur le nom d'Haydn, M. 58",127,-5.217125,0,,True,True,False,False,1,,,,,
HcUn0Roy_k8,4,1,Ravel: Menuet sur le nom d'Haydn,131,-9.217125,0,,True,True,False,False,1,,,,,
DiD7hvS-CNc,4,1,"Ravel - Valdo Perlemuter (1955) Pavane, Menuet antique, Jeux d'eau, Prélude, Menuet...",1213,-1091.217125,0,,True,True,False,False,1,,,,,
PfM2Wq3IOdU,5,1,"Menuet sur le nom de Haydn, M. 58",100,21.782875,0,,False,True,False,False,1,,,,,
1INqURbC75U,6,1,Menuet sur le nom d`Haydn - Maurice Ravel - Diogo Carvalho,107,14.782875,0,,False,True,False,False,1,,,,,
bw6A3v_bzH0,6,1,Ravel Sonatine 2nd movement Menuet Piano Tutorial,544,-422.217125,0,,False,True,False,False,1,,,,,
2NNoDQ8P3Fs,7,1,Menuet sur le nom d'Haydn by Maurice Ravel arr. by Rob McWilliams,133,-11.217125,0,,False,True,False,False,1,,,,,
hf6ewawUif8,8,1,Maurice Ravel - Menuet sur le nom d'Haydn,103,18.782875,0,,False,True,False,False,1,,,,,
X5omb7hrq4E,8,1,"Miroirs, M. 43: No. 4, Alborada del Gracioso",356,-234.217125,0,,False,True,False,False,1,,,,,
Ia4oWeGhK_o,9,1,Ravel Menuet sur le nom d'Haydn,106,15.782875,0,,False,True,False,False,1,,,,,
S4trRCcuHrc,9,1,Gaspard de le nuit (Three poems for piano after Aloysius Bertrand) : III. Scarbo. Modéré,601,-479.217125,0,,False,True,False,False,1,,,,,
fdeGkCGHCOk,10,1,"Ravel: Menuet sur le nom d'Haydn, Gieseking (1954) ラヴェル ハイドンの名によるメヌエット ギーゼキング",128,-6.217125,0,,False,False,False,False,0,,,,,
H6sxf0fL0rQ,10,1,Ravel - Piano Works / Piano Concertos (reference recording : Jean Doyen/Fournet),9458,-9336.217125,0,,False,False,False,False,0,,,,,
GFx7yhf-x5Q,11,1,Ravel - Menuet sur le nom de Haydn,105,16.782875,0,,False,False,False,False,0,,,,,
ujZG1WvGUJ4,11,1,Ravel - Miroirs - Alborada del Gracioso,364,-242.217125,0,,False,False,False,False,0,,,,,
4CbA4A95sKk,12,1,"Maurice Ravel - Menuet sur lenom D'Haydn (Synthesia, 100%)",106,15.782875,0,,False,False,False,False,0,,,,,
yry6HazPUPU,12,1,Gaspard de le nuit (Three poems for piano after Aloysius Bertrand) : I. Ondine. Lent,373,-251.217125,0,,False,False,False,False,0,,,,,
Gm0S7fbxnow,13,1,"Maurice Ravel orch. David Diamond : Two piano pieces, arranged for orchestra",323,-201.217125,0,,False,False,False,False,0,,,,,
Yq8YgIvqIRA,13,1,Ravel Une barque sur l'océan: Piano/Orchestral Versions,855,-733.217125,0,,False,False,False,False,0,,,,,
VpEL-6L7lxs,14,1,Maurice Ravel : Menutet sir le nom d'Haydn (1909) - Kun-Woo Paik,105,16.782875,0,,False,False,False,False,0,,,,,
ee3Gv4TYpek,14,1,"Ravel's Piano at Musee Maurice Ravel in Montfort L'Amaury, France",152,-30.217125,0,,False,False,False,False,0,,,,,
7WrFgYLwWfI,15,1,Meander Guitar Duo plays Maurice Ravel - Menuet sur le nom d'Haydn,108,13.782875,0,,False,False,False,False,0,,,,,
L1n1RpEYOxs,15,1,Vlado Perlemuter - Maurice Ravel: Tombeau de Couperin - 1970,1403,-1281.217125,0,,False,False,False,False,0,,,,,
r4DQtXSHl5E,16,1,Maurice Ravel - Menuet sur le nom d'Haydn,168,-46.217125,0,,False,False,False,False,0,,,,,
mqArnDN2I5o,16,1,Ravel - Robert Casadesus (1951) Pianoworks,6868,-6746.217125,0,,False,False,False,False,0,,,,,
2OIE7FO0BFw,17,1,"Maurice Ravel, Menuet sur le nom d'Haydn",99,22.782875,0,,False,False,False,False,0,,,,,
csYnl368NXY,17,1,Menuet by Ravel from Le Tombeau de Couperin,292,-170.217125,0,,False,False,False,False,0,,,,,
HymI9ffi1ds,18,1,Joseph Maurice Ravel: Menuet sur le nom d'Haydn (1909),139,-17.217125,0,,False,False,False,False,0,,,,,
hSqxb-Bo4gE,18,1,Ravel: À la manière de Borodine (M.63/1),114,7.782875,0,,False,False,False,False,0,,,,,
3v_BzU3s09g,19,1,"Gaspard de la Nuit, M. 55: II. Le gibet",375,-253.217125,0,,False,False,False,False,0,,,,,
