youtube_id,top_rank,n_hits,title,duration,deviation,salami_coverage,decision,in_top_5,in_top_10,same_plus_5,same_less_5,overall_score,matching_length,onset_in_youtube,onset_in_salami,hashes,total_hashes
s08jD3E6Mpg,0,5,The Cure - How Beautiful You Are,315,-0.76775,0,match,True,True,True,False,3,305.9,0.3,0.3,4828.0,36691.0
0tGUFpvdHuA,5,3,How Beautiful You Are... - The Cure (KMx3) [INGLÉS/ESPAÑOL],315,-0.76775,0,,False,True,True,False,3,,,,,
txipFjDl_Pg,9,2,the cure how beautiful you are,318,-3.76775,0,,False,True,True,False,3,,,,,
duXic-NCF9s,3,1,06 - How beautiful you are,315,-0.76775,0,,True,True,True,False,3,,,,,
VHKiYPjjMWA,1,3,the cure - how beautifull you are (1987) stereo,314,0.23225,0,,True,True,False,True,2,,,,,
w1q9ovEIito,1,3,How Beautiful You Are,312,2.23225,0,,True,True,False,True,2,,,,,
uDFBc-_9KFQ,2,2,The Cure - How Beautiful You Are (subtitulada),314,0.23225,0,,True,True,False,True,2,,,,,
4vD0kq2BwTE,6,2,The Cure - How Beautiful You Are..[DELUXE EDITION] 2006,314,0.23225,0,,False,True,False,True,2,,,,,
JDa1McyKbBQ,8,2,The Cure-How beautiful you are (bass cover),310,4.23225,0,,False,True,False,True,2,,,,,
kK86JimsXOg,14,2,"""How Beautiful You Are"" The Curse tribute to The Cure @SlideBar DT Fullerton",317,-2.76775,0,,False,False,True,False,2,,,,,
MWASeaYuHZo,4,1,Alessia Cara - Scars To Your Beautiful,310,4.23225,0,,True,True,False,True,2,,,,,
1ThYEw8K8UE,2,3,"The Cure - Melbourne, Australia 2007_How Beautiful You Are",328,-13.76775,0,,True,True,False,False,1,,,,,
RvYjvrBQBBk,10,3,How Beautiful You Are-The Cure,314,0.23225,0,,False,False,False,True,1,,,,,
_3Pio8D5txY,2,2,(LYRICS) Best Part - Daniel Caesar ft H.E.R,211,103.23225,0,,True,True,False,False,1,,,,,
NOl1kWc0tP4,5,2,How Beautiful You Are - The Cure (Live) HD (testo tradotto),308,6.23225,0,,False,True,False,False,1,,,,,
YblMbxKYeeA,11,2,How Beautiful You Are by The Cure,314,0.23225,0,,False,False,False,True,1,,,,,
yHO6yBXoDdU,1,1,Frankie J - How Beautiful You Are,308,6.23225,0,,True,True,False,False,1,,,,,
oSKojArnRp8,1,1,Sarah Geronimo - Kiss me Kiss me Lyrics [Miss Granny OST],206,108.23225,0,,True,True,False,False,1,,,,,
__yV0pt50eI,2,1,"Sarah Geronimo — Kiss Me, Kiss Me | Miss Granny OST [Official Music Video]",224,90.23225,0,,True,True,False,False,1,,,,,
gFJSOAXk0cg,3,1,"LATE MOTIV - Miguel Maldonado. “Murcia, how beautiful you are” | #LateMotiv441",718,-403.76775,0,,True,True,False,False,1,,,,,
PGLoNQYD5aM,3,1,"KISS ME, KISS ME  |  Sarah Geronimo | Zumba® ZIN DJ. OBET",204,110.23225,0,,True,True,False,False,1,,,,,
S88Wit5bNdY,4,1,Shania Twain - When You Kiss Me,248,66.23225,0,,True,True,False,False,1,,,,,
fMwyzIojIB0,4,1,THE CURE -  Fight,265,49.23225,0,,True,True,False,False,1,,,,,
As8beGyXiVI,5,1,How beautiful are you? Pick one personality test | Guess who you are quiz,285,29.23225,0,,False,True,False,False,1,,,,,
wgmFqj8U2IQ,5,1,KISS ME KISS ME by Sarah Geronimo | Zumba® | Pinoy Pop | Kramer Pastrana,208,106.23225,0,,False,True,False,False,1,,,,,
NaTzM_5pU0U,6,1,How Beautiful Are You?,346,-31.76775,0,,False,True,False,False,1,,,,,
DkeiKbqa02g,6,1,"Calvin Harris, Dua Lipa - One Kiss (Official Video)",223,91.23225,0,,False,True,False,False,1,,,,,
BNTrm67-g8Q,6,1,The Cure - the kiss,372,-57.76775,0,,False,True,False,False,1,,,,,
vWfjlIMiqBg,7,1,Scars to your beautiful - Alessia Cara (Lyrics),231,83.23225,0,,False,True,False,False,1,,,,,
Km75Pc0YzdQ,7,1,Parachute - Kiss Me Slowly (lyrics),237,77.23225,0,,False,True,False,False,1,,,,,
IrEMK6hP7cY,7,1,The Cure  Just Like Heaven   Kiss Me Kiss Me Kiss Me,213,101.23225,0,,False,True,False,False,1,,,,,
iKk6_2-AAGc,8,1,Daniel Caesar - Best Part (feat. H.E.R.),210,104.23225,0,,False,True,False,False,1,,,,,
sqfRCPLOEcA,8,1,Ed Sheeran - Kiss Me (Music Video),294,20.23225,0,,False,True,False,False,1,,,,,
t_N-vq2xb8s,8,1,"The Cure - Complete A Side [ Kiss Me, Kiss me, Kiss Me LP ]",1108,-793.76775,0,,False,True,False,False,1,,,,,
R6n2x1pqwR4,9,1,Do you see how beautiful you are?,718,-403.76775,0,,False,True,False,False,1,,,,,
UWzuExsTc_w,9,1,KISS ME KISS ME - Sarah Geronimo (KARAOKE VERSION),231,83.23225,0,,False,True,False,False,1,,,,,
5UejMFDviLg,9,1,The Cureheads (original Tribute To The Cure) How Beautiful,394,-79.76775,0,,False,True,False,False,1,,,,,
4AtQGD8r4YM,14,1,how beautiful you are / 浜崎あゆみ,310,4.23225,0,,False,False,False,True,1,,,,,
bs9cCvEDutM,12,2,The Cure - How Beautiful You Are (Mix),266,48.23225,0,,False,False,False,False,0,,,,,
J2dE92NXP-s,12,2,"The Cure - How Beautiful You Are (Live - County Bowl Santa Barbara, 1987)",322,-7.76775,0,,False,False,False,False,0,,,,,
wYu14wo9rJ0,13,2,The Cure How Beautiful You Are live Charlotte NC 6 16 08 subtitulada,294,20.23225,0,,False,False,False,False,0,,,,,
RXL7PGCg-J4,15,2,The cure - Bruxelles - How beautiful you are(Sub - spanish),296,18.23225,0,,False,False,False,False,0,,,,,
1xFrU8RHdc0,16,2,THE CURE - HOW BEAUTIFUL YOU ARE (EDIT),22,292.23225,0,,False,False,False,False,0,,,,,
OkJpBVI1I4U,18,2,"The Cure - How Beautiful You Are (Live - Santa Barbara, 1987) c",322,-7.76775,0,,False,False,False,False,0,,,,,
pcq7pAxQ4Wg,19,2,"The Cure : How Beautiful You Are : Charlotte, NC 6.16.08",295,19.23225,0,,False,False,False,False,0,,,,,
wkcZY3phxrs,10,1,How Beautiful Are You (for Girls & Boys) in Urdu & Hindi,652,-337.76775,0,,False,False,False,False,0,,,,,
tpusHN7EeCE,10,1,Ed Sheeran - Perfect (Lyrics),267,47.23225,0,,False,False,False,False,0,,,,,
WcUSjHi8aZE,10,1,The Cure - One More Time (With Lyrics),282,32.23225,0,,False,False,False,False,0,,,,,
KGZq0M5o8Rw,11,1,are you beautiful? accurate quiz.,192,122.23225,0,,False,False,False,False,0,,,,,
hkeayhK9dTo,11,1,H.E.R. X Daniel Caesar - Best Part (Lyrics),209,105.23225,0,,False,False,False,False,0,,,,,
G9XliJT-Eww,11,1,The Cure - The Kiss,377,-62.76775,0,,False,False,False,False,0,,,,,
KqPd0LTS0Fs,12,1,How BEAUTIFUL Are You? (for Girls & Boys),306,8.23225,0,,False,False,False,False,0,,,,,
zmNpmbyIiW0,12,1,The Kiss (with lyrics),375,-60.76775,0,,False,False,False,False,0,,,,,
YpD9Pm5ON68,13,1,Shut Up and Kiss Me,289,25.23225,0,,False,False,False,False,0,,,,,
GDIfzE6nIJs,13,1,The Cure - All I Want,323,-8.76775,0,,False,False,False,False,0,,,,,
RNWHGdRMoN4,14,1,"Kiss me, you're beautiful",95,219.23225,0,,False,False,False,False,0,,,,,
JFtKspNmeec,14,1,The Cure    Why Can't I Be You   Kiss Me Kiss Me Kiss Me,193,121.23225,0,,False,False,False,False,0,,,,,
K9OkpEK8GbE,15,1,Olly Murs - Kiss Me (Official Video),196,118.23225,0,,False,False,False,False,0,,,,,
V6qR8p01f-c,15,1,One More Time,271,43.23225,0,,False,False,False,False,0,,,,,
2JjKzQjaZw8,16,1,How Beautiful You Are,246,68.23225,0,,False,False,False,False,0,,,,,
nJZi0Vbu0AM,16,1,Kane Brown - Heaven (Lyrics),175,139.23225,0,,False,False,False,False,0,,,,,
AzelrQYi_uE,16,1,"THE CURE  ""FIGHT""",268,46.23225,0,,False,False,False,False,0,,,,,
oHBVVhhrYTI,17,1,H.I.M. - Gone With The Sin,262,52.23225,0,,False,False,False,False,0,,,,,
ZlD0CWyw6n4,17,1,Kiss me Kiss me - Cover by Eastside Band,235,79.23225,0,,False,False,False,False,0,,,,,
ZA-RUfE1MOg,17,1,The Cure    The Same Deep Water As You    Disintegration,562,-247.76775,0,,False,False,False,False,0,,,,,
X43hK7jMhnw,18,1,Frankie J - How Beautiful You Are (NEW RNB 2011),210,104.23225,0,,False,False,False,False,0,,,,,
PnSjuKSJRfk,18,1,Rea Garvey - Kiss Me (Official Music Video),242,72.23225,0,,False,False,False,False,0,,,,,
Nx_GpdBq1Lg,18,1,The Cure : How Beautiful You Are ( Bootleg Live ),323,-8.76775,0,,False,False,False,False,0,,,,,
SblTA3uaAWs,19,1,Frankie J- How Beautiful You Are,210,104.23225,0,,False,False,False,False,0,,,,,
T4cdfRohhcg,19,1,One Direction - Kiss You (Official Video),190,124.23225,0,,False,False,False,False,0,,,,,
ysXcdSg-JGg,19,1,The cure Kissing tour 1987 usa,3107,-2792.76775,0,,False,False,False,False,0,,,,,
